stage,metric,value
mutation_1_validation_T,deequ_ram_kb,287460.0
mutation_1_validation_T,deequ_ram_kb_std,0.0
mutation_1_validation_T,deequ_checks,10
mutation_1_validation_T,deequ_failed,5
mutation_1_validation_T,deequ_repeats,3
mutation_1_validation_L,gx_sec,0.226
mutation_1_validation_L,gx_sec_std,0.04
mutation_1_validation_L,gx_cpu,1.2
mutation_1_validation_L,gx_cpu_std,1.697
mutation_1_validation_L,gx_ram_kb,287460.0
mutation_1_validation_L,gx_ram_kb_std,0.0
mutation_1_validation_L,gx_checks,3
mutation_1_validation_L,gx_failed,1
mutation_1_validation_L,gx_repeats,3
mutation_1_validation_L,soda_sec,0.283
mutation_1_validation_L,soda_sec_std,0.048
mutation_1_validation_L,soda_cpu,0.0
mutation_1_validation_L,soda_cpu_std,0.0
mutation_1_validation_L,soda_ram_kb,287460.0
mutation_1_validation_L,soda_ram_kb_std,0.0
mutation_1_validation_L,soda_checks,3
mutation_1_validation_L,soda_failed,0
mutation_1_validation_L,soda_repeats,3
mutation_1_validation_L,deequ_sec,0.349
mutation_1_validation_L,deequ_sec_std,0.039
mutation_1_validation_L,deequ_cpu,3.067
mutation_1_validation_L,deequ_cpu_std,2.451
mutation_1_validation_L,deequ_ram_kb,287460.0
mutation_1_validation_L,deequ_ram_kb_std,0.0
mutation_1_validation_L,deequ_checks,5
mutation_1_validation_L,deequ_failed,0
mutation_1_validation_L,deequ_repeats,3
mutation_2_validation_E,gx_sec,0.865
mutation_2_validation_E,gx_sec_std,0.034
mutation_2_validation_E,gx_cpu,1.9
mutation_2_validation_E,gx_cpu_std,0.572
mutation_2_validation_E,gx_ram_kb,287581.333
mutation_2_validation_E,gx_ram_kb_std,241.359
mutation_2_validation_E,gx_checks,15
mutation_2_validation_E,gx_failed,2
mutation_2_validation_E,gx_repeats,3
mutation_2_validation_E,soda_sec,0.424
mutation_2_validation_E,soda_sec_std,0.022
mutation_2_validation_E,soda_cpu,2.4
mutation_2_validation_E,soda_cpu_std,2.046
mutation_2_validation_E,soda_ram_kb,286728.0
mutation_2_validation_E,soda_ram_kb_std,0.0
mutation_2_validation_E,soda_checks,7
mutation_2_validation_E,soda_failed,0
mutation_2_validation_E,soda_repeats,3
mutation_2_validation_E,deequ_sec,0.793
mutation_2_validation_E,deequ_sec_std,0.081
mutation_2_validation_E,deequ_cpu,2.167
mutation_2_validation_E,deequ_cpu_std,0.713
mutation_2_validation_E,deequ_ram_kb,286728.0
mutation_2_validation_E,deequ_ram_kb_std,0.0
mutation_2_validation_E,deequ_checks,17
mutation_2_validation_E,deequ_failed,1
mutation_2_validation_E,deequ_repeats,3
mutation_2_validation_T,gx_sec,1.05
mutation_2_validation_T,gx_sec_std,0.047
mutation_2_validation_T,gx_cpu,1.9
mutation_2_validation_T,gx_cpu_std,0.082
mutation_2_validation_T,gx_ram_kb,286728.0
mutation_2_validation_T,gx_ram_kb_std,0.0
mutation_2_validation_T,gx_checks,19
mutation_2_validation_T,gx_failed,3
mutation_2_validation_T,gx_repeats,3
mutation_2_validation_T,soda_sec,0.513
mutation_2_validation_T,soda_sec_std,0.031
mutation_2_validation_T,soda_cpu,1.3
mutation_2_validation_T,soda_cpu_std,0.927
mutation_2_validation_T,soda_ram_kb,286728.0
mutation_2_validation_T,soda_ram_kb_std,0.0
mutation_2_validation_T,soda_checks,5
mutation_2_validation_T,soda_failed,1
mutation_2_validation_T,soda_repeats,3
mutation_2_validation_T,sql_sec,0.531
mutation_2_validation_T,sql_sec_std,0.05
mutation_2_validation_T,sql_cpu,1.8
mutation_2_validation_T,sql_cpu_std,1.512
mutation_2_validation_T,sql_ram_kb,286728.0
mutation_2_validation_T,sql_ram_kb_std,0.0
mutation_2_validation_T,sql_checks,7
mutation_2_validation_T,sql_failed,2
mutation_2_validation_T,sql_repeats,3
mutation_2_validation_T,deequ_sec,0.637
mutation_2_validation_T,deequ_sec_std,0.067
mutation_2_validation_T,deequ_cpu,1.567
mutation_2_validation_T,deequ_cpu_std,0.17
mutation_2_validation_T,deequ_ram_kb,286728.0
mutation_2_validation_T,deequ_ram_kb_std,0.0
mutation_2_validation_T,deequ_checks,10
mutation_2_validation_T,deequ_failed,3
mutation_2_validation_T,deequ_repeats,3
mutation_2_validation_L,gx_sec,0.227
mutation_2_validation_L,gx_sec_std,0.043
mutation_2_validation_L,gx_cpu,1.167
mutation_2_validation_L,gx_cpu_std,1.65
mutation_2_validation_L,gx_ram_kb,286728.0
mutation_2_validation_L,gx_ram_kb_std,0.0
mutation_2_validation_L,gx_checks,3
mutation_2_validation_L,gx_failed,0
mutation_2_validation_L,gx_repeats,3
mutation_2_validation_L,soda_sec,0.266
mutation_2_validation_L,soda_sec_std,0.051
mutation_2_validation_L,soda_cpu,3.433
mutation_2_validation_L,soda_cpu_std,4.855
mutation_2_validation_L,soda_ram_kb,286728.0
mutation_2_validation_L,soda_ram_kb_std,0.0
mutation_2_validation_L,soda_checks,3
mutation_2_validation_L,soda_failed,0
mutation_2_validation_L,soda_repeats,3
mutation_2_validation_L,deequ_sec,0.298
mutation_2_validation_L,deequ_sec_std,0.033
mutation_2_validation_L,deequ_cpu,2.367
mutation_2_validation_L,deequ_cpu_std,1.713
mutation_2_validation_L,deequ_ram_kb,286728.0
mutation_2_validation_L,deequ_ram_kb_std,0.0
mutation_2_validation_L,deequ_checks,5
mutation_2_validation_L,deequ_failed,0
mutation_2_validation_L,deequ_repeats,3
mutation_3_validation_E,gx_sec,0.804
mutation_3_validation_E,gx_sec_std,0.023
mutation_3_validation_E,gx_cpu,2.067
mutation_3_validation_E,gx_cpu_std,0.544
mutation_3_validation_E,gx_ram_kb,289617.333
mutation_3_validation_E,gx_ram_kb_std,241.359
mutation_3_validation_E,gx_checks,15
mutation_3_validation_E,gx_failed,4
mutation_3_validation_E,gx_repeats,3
mutation_3_validation_E,soda_sec,0.413
mutation_3_validation_E,soda_sec_std,0.019
mutation_3_validation_E,soda_cpu,2.4
mutation_3_validation_E,soda_cpu_std,2.002
mutation_3_validation_E,soda_ram_kb,288764.0
mutation_3_validation_E,soda_ram_kb_std,0.0
mutation_3_validation_E,soda_checks,7
mutation_3_validation_E,soda_failed,1
mutation_3_validation_E,soda_repeats,3
mutation_3_validation_E,deequ_sec,0.76
mutation_3_validation_E,deequ_sec_std,0.038
mutation_3_validation_E,deequ_cpu,2.2
mutation_3_validation_E,deequ_cpu_std,0.572
mutation_3_validation_E,deequ_ram_kb,288764.0
mutation_3_validation_E,deequ_ram_kb_std,0.0
mutation_3_validation_E,deequ_checks,17
mutation_3_validation_E,deequ_failed,2
mutation_3_validation_E,deequ_repeats,3
mutation_3_validation_T,gx_sec,0.994
mutation_3_validation_T,gx_sec_std,0.034
mutation_3_validation_T,gx_cpu,2.333
mutation_3_validation_T,gx_cpu_std,0.403
mutation_3_validation_T,gx_ram_kb,288764.0
mutation_3_validation_T,gx_ram_kb_std,0.0
mutation_3_validation_T,gx_checks,19
mutation_3_validation_T,gx_failed,5
mutation_3_validation_T,gx_repeats,3
mutation_3_validation_T,soda_sec,0.414
mutation_3_validation_T,soda_sec_std,0.069
mutation_3_validation_T,soda_cpu,1.433
mutation_3_validation_T,soda_cpu_std,1.014
mutation_3_validation_T,soda_ram_kb,288764.0
mutation_3_validation_T,soda_ram_kb_std,0.0
mutation_3_validation_T,soda_checks,5
mutation_3_validation_T,soda_failed,1
mutation_3_validation_T,soda_repeats,3
mutation_3_validation_T,sql_sec,0.498
mutation_3_validation_T,sql_sec_std,0.008
mutation_3_validation_T,sql_cpu,1.333
mutation_3_validation_T,sql_cpu_std,0.943
mutation_3_validation_T,sql_ram_kb,288764.0
mutation_3_validation_T,sql_ram_kb_std,0.0
mutation_3_validation_T,sql_checks,7
mutation_3_validation_T,sql_failed,2
mutation_3_validation_T,sql_repeats,3
mutation_3_validation_T,deequ_sec,0.673
mutation_3_validation_T,deequ_sec_std,0.027
mutation_3_validation_T,deequ_cpu,2.0
mutation_3_validation_T,deequ_cpu_std,1.818
mutation_3_validation_T,deequ_ram_kb,288764.0
mutation_3_validation_T,deequ_ram_kb_std,0.0
mutation_3_validation_T,deequ_checks,10
mutation_3_validation_T,deequ_failed,2
mutation_3_validation_T,deequ_repeats,3
mutation_3_validation_L,gx_sec,0.272
mutation_3_validation_L,gx_sec_std,0.04
mutation_3_validation_L,gx_cpu,1.167
mutation_3_validation_L,gx_cpu_std,1.65
mutation_3_validation_L,gx_ram_kb,288764.0
mutation_3_validation_L,gx_ram_kb_std,0.0
mutation_3_validation_L,gx_checks,3
mutation_3_validation_L,gx_failed,1
mutation_3_validation_L,gx_repeats,3
mutation_3_validation_L,soda_sec,0.241
mutation_3_validation_L,soda_sec_std,0.05
mutation_3_validation_L,soda_cpu,1.267
mutation_3_validation_L,soda_cpu_std,1.791
mutation_3_validation_L,soda_ram_kb,288764.0
mutation_3_validation_L,soda_ram_kb_std,0.0
mutation_3_validation_L,soda_checks,3
mutation_3_validation_L,soda_failed,1
mutation_3_validation_L,soda_repeats,3
mutation_3_validation_L,deequ_sec,0.278
mutation_3_validation_L,deequ_sec_std,0.052
mutation_3_validation_L,deequ_cpu,3.333
mutation_3_validation_L,deequ_cpu_std,2.425
mutation_3_validation_L,deequ_ram_kb,288764.0
mutation_3_validation_L,deequ_ram_kb_std,0.0
mutation_3_validation_L,deequ_checks,5
mutation_3_validation_L,deequ_failed,1
mutation_3_validation_L,deequ_repeats,3
mutation_4_validation_E,gx_sec,0.878
mutation_4_validation_E,gx_sec_std,0.057
mutation_4_validation_E,gx_cpu,1.967
mutation_4_validation_E,gx_cpu_std,0.618
mutation_4_validation_E,gx_ram_kb,296882.667
mutation_4_validation_E,gx_ram_kb_std,638.576
mutation_4_validation_E,gx_checks,15
mutation_4_validation_E,gx_failed,5
mutation_4_validation_E,gx_repeats,3
mutation_4_validation_E,soda_sec,0.401
mutation_4_validation_E,soda_sec_std,0.027
mutation_4_validation_E,soda_cpu,1.767
mutation_4_validation_E,soda_cpu_std,2.498
mutation_4_validation_E,soda_ram_kb,295688.0
mutation_4_validation_E,soda_ram_kb_std,0.0
mutation_4_validation_E,soda_checks,7
mutation_4_validation_E,soda_failed,2
mutation_4_validation_E,soda_repeats,3
mutation_4_validation_E,deequ_sec,0.774
mutation_4_validation_E,deequ_sec_std,0.066
mutation_4_validation_E,deequ_cpu,2.667
mutation_4_validation_E,deequ_cpu_std,1.184
mutation_4_validation_E,deequ_ram_kb,295688.0
mutation_4_validation_E,deequ_ram_kb_std,0.0
mutation_4_validation_E,deequ_checks,17
mutation_4_validation_E,deequ_failed,5
mutation_4_validation_E,deequ_repeats,3
mutation_4_validation_T,gx_sec,1.014
mutation_4_validation_T,gx_sec_std,0.016
mutation_4_validation_T,gx_cpu,1.967
mutation_4_validation_T,gx_cpu_std,0.047
mutation_4_validation_T,gx_ram_kb,294834.667
mutation_4_validation_T,gx_ram_kb_std,241.359
mutation_4_validation_T,gx_checks,19
mutation_4_validation_T,gx_failed,6
mutation_4_validation_T,gx_repeats,3
mutation_4_validation_T,soda_sec,0.517
mutation_4_validation_T,soda_sec_std,0.067
mutation_4_validation_T,soda_cpu,0.567
mutation_4_validation_T,soda_cpu_std,0.801
mutation_4_validation_T,soda_ram_kb,294664.0
mutation_4_validation_T,soda_ram_kb_std,0.0
mutation_4_validation_T,soda_checks,5
mutation_4_validation_T,soda_failed,3
mutation_4_validation_T,soda_repeats,3
mutation_4_validation_T,sql_sec,0.443
mutation_4_validation_T,sql_sec_std,0.028
mutation_4_validation_T,sql_cpu,1.433
mutation_4_validation_T,sql_cpu_std,1.014
mutation_4_validation_T,sql_ram_kb,294664.0
mutation_4_validation_T,sql_ram_kb_std,0.0
mutation_4_validation_T,sql_checks,7
mutation_4_validation_T,sql_failed,5
mutation_4_validation_T,sql_repeats,3
mutation_4_validation_T,deequ_sec,0.653
mutation_4_validation_T,deequ_sec_std,0.016
mutation_4_validation_T,deequ_cpu,2.067
mutation_4_validation_T,deequ_cpu_std,0.801
mutation_4_validation_T,deequ_ram_kb,294664.0
mutation_4_validation_T,deequ_ram_kb_std,0.0
mutation_4_validation_T,deequ_checks,10
mutation_4_validation_T,deequ_failed,5
mutation_4_validation_T,deequ_repeats,3
mutation_4_validation_L,gx_sec,0.259
mutation_4_validation_L,gx_sec_std,0.075
mutation_4_validation_L,gx_cpu,1.5
mutation_4_validation_L,gx_cpu_std,2.121
mutation_4_validation_L,gx_ram_kb,294664.0
mutation_4_validation_L,gx_ram_kb_std,0.0
mutation_4_validation_L,gx_checks,3
mutation_4_validation_L,gx_failed,1
mutation_4_validation_L,gx_repeats,3
mutation_4_validation_L,soda_sec,0.271
mutation_4_validation_L,soda_sec_std,0.044
mutation_4_validation_L,soda_cpu,0.0
mutation_4_validation_L,soda_cpu_std,0.0
mutation_4_validation_L,soda_ram_kb,294664.0
mutation_4_validation_L,soda_ram_kb_std,0.0
mutation_4_validation_L,soda_checks,3
mutation_4_validation_L,soda_failed,0
mutation_4_validation_L,soda_repeats,3
mutation_4_validation_L,deequ_sec,0.315
mutation_4_validation_L,deequ_sec_std,0.081
mutation_4_validation_L,deequ_cpu,2.933
mutation_4_validation_L,deequ_cpu_std,4.148
mutation_4_validation_L,deequ_ram_kb,294664.0
mutation_4_validation_L,deequ_ram_kb_std,0.0
mutation_4_validation_L,deequ_checks,5
mutation_4_validation_L,deequ_failed,0
mutation_4_validation_L,deequ_repeats,3
mutation_5_validation_E,gx_sec,0.87
mutation_5_validation_E,gx_sec_std,0.014
mutation_5_validation_E,gx_cpu,2.3
mutation_5_validation_E,gx_cpu_std,0.98
mutation_5_validation_E,gx_ram_kb,293888.0
mutation_5_validation_E,gx_ram_kb_std,0.0
mutation_5_validation_E,gx_checks,15
mutation_5_validation_E,gx_failed,2
mutation_5_validation_E,gx_repeats,3
mutation_5_validation_E,soda_sec,0.434
mutation_5_validation_E,soda_sec_std,0.027
mutation_5_validation_E,soda_cpu,1.567
mutation_5_validation_E,soda_cpu_std,1.115
mutation_5_validation_E,soda_ram_kb,293888.0
mutation_5_validation_E,soda_ram_kb_std,0.0
mutation_5_validation_E,soda_checks,7
mutation_5_validation_E,soda_failed,1
mutation_5_validation_E,soda_repeats,3
mutation_5_validation_E,deequ_sec,0.832
mutation_5_validation_E,deequ_sec_std,0.041
mutation_5_validation_E,deequ_cpu,2.0
mutation_5_validation_E,deequ_cpu_std,0.497
mutation_5_validation_E,deequ_ram_kb,293376.0
mutation_5_validation_E,deequ_ram_kb_std,418.046
mutation_5_validation_E,deequ_checks,17
mutation_5_validation_E,deequ_failed,2
mutation_5_validation_E,deequ_repeats,3
mutation_5_validation_T,gx_sec,1.061
mutation_5_validation_T,gx_sec_std,0.066
mutation_5_validation_T,gx_cpu,2.233
mutation_5_validation_T,gx_cpu_std,0.556
mutation_5_validation_T,gx_ram_kb,292864.0
mutation_5_validation_T,gx_ram_kb_std,0.0
mutation_5_validation_T,gx_checks,19
mutation_5_validation_T,gx_failed,3
mutation_5_validation_T,gx_repeats,3
mutation_5_validation_T,soda_sec,0.536
mutation_5_validation_T,soda_sec_std,0.056
mutation_5_validation_T,soda_cpu,0.633
mutation_5_validation_T,soda_cpu_std,0.896
mutation_5_validation_T,soda_ram_kb,292864.0
mutation_5_validation_T,soda_ram_kb_std,0.0
mutation_5_validation_T,soda_checks,5
mutation_5_validation_T,soda_failed,1
mutation_5_validation_T,soda_repeats,3
mutation_5_validation_T,sql_sec,0.498
mutation_5_validation_T,sql_sec_std,0.047
mutation_5_validation_T,sql_cpu,1.867
mutation_5_validation_T,sql_cpu_std,1.473
mutation_5_validation_T,sql_ram_kb,292864.0
mutation_5_validation_T,sql_ram_kb_std,0.0
mutation_5_validation_T,sql_checks,7
mutation_5_validation_T,sql_failed,2
mutation_5_validation_T,sql_repeats,3
mutation_5_validation_T,deequ_sec,0.666
mutation_5_validation_T,deequ_sec_std,0.018
mutation_5_validation_T,deequ_cpu,1.533
mutation_5_validation_T,deequ_cpu_std,0.047
mutation_5_validation_T,deequ_ram_kb,292864.0
mutation_5_validation_T,deequ_ram_kb_std,0.0
mutation_5_validation_T,deequ_checks,10
mutation_5_validation_T,deequ_failed,3
mutation_5_validation_T,deequ_repeats,3
mutation_5_validation_L,gx_sec,0.286
mutation_5_validation_L,gx_sec_std,0.04
mutation_5_validation_L,gx_cpu,2.3
mutation_5_validation_L,gx_cpu_std,1.687
mutation_5_validation_L,gx_ram_kb,292864.0
mutation_5_validation_L,gx_ram_kb_std,0.0
mutation_5_validation_L,gx_checks,3
mutation_5_validation_L,gx_failed,0
mutation_5_validation_L,gx_repeats,3
mutation_5_validation_L,soda_sec,0.279
mutation_5_validation_L,soda_sec_std,0.061
mutation_5_validation_L,soda_cpu,1.467
mutation_5_validation_L,soda_cpu_std,2.074
mutation_5_validation_L,soda_ram_kb,292864.0
mutation_5_validation_L,soda_ram_kb_std,0.0
mutation_5_validation_L,soda_checks,3
mutation_5_validation_L,soda_failed,0
mutation_5_validation_L,soda_repeats,3
mutation_5_validation_L,deequ_sec,0.328
mutation_5_validation_L,deequ_sec_std,0.013
mutation_5_validation_L,deequ_cpu,1.933
mutation_5_validation_L,deequ_cpu_std,2.734
mutation_5_validation_L,deequ_ram_kb,292864.0
mutation_5_validation_L,deequ_ram_kb_std,0.0
mutation_5_validation_L,deequ_checks,5
mutation_5_validation_L,deequ_failed,0
mutation_5_validation_L,deequ_repeats,3
mutation_6_validation_E,gx_sec,0.742
mutation_6_validation_E,gx_sec_std,0.009
mutation_6_validation_E,gx_cpu,2.233
mutation_6_validation_E,gx_cpu_std,0.66
mutation_6_validation_E,gx_ram_kb,292864.0
mutation_6_validation_E,gx_ram_kb_std,0.0
mutation_6_validation_E,gx_checks,15
mutation_6_validation_E,gx_failed,4
mutation_6_validation_E,gx_repeats,3
mutation_6_validation_E,soda_sec,0.421
mutation_6_validation_E,soda_sec_std,0.022
mutation_6_validation_E,soda_cpu,1.5
mutation_6_validation_E,soda_cpu_std,2.121
mutation_6_validation_E,soda_ram_kb,292864.0
mutation_6_validation_E,soda_ram_kb_std,0.0
mutation_6_validation_E,soda_checks,7
mutation_6_validation_E,soda_failed,2
mutation_6_validation_E,soda_repeats,3
mutation_6_validation_E,deequ_sec,0.77
mutation_6_validation_E,deequ_sec_std,0.09
mutation_6_validation_E,deequ_cpu,2.133
mutation_6_validation_E,deequ_cpu_std,0.492
mutation_6_validation_E,deequ_ram_kb,292864.0
mutation_6_validation_E,deequ_ram_kb_std,0.0
mutation_6_validation_E,deequ_checks,17
mutation_6_validation_E,deequ_failed,3
mutation_6_validation_E,deequ_repeats,3
mutation_6_validation_T,gx_sec,1.008
mutation_6_validation_T,gx_sec_std,0.035
mutation_6_validation_T,gx_cpu,2.7
mutation_6_validation_T,gx_cpu_std,0.566
mutation_6_validation_T,gx_ram_kb,292864.0
mutation_6_validation_T,gx_ram_kb_std,0.0
mutation_6_validation_T,gx_checks,19
mutation_6_validation_T,gx_failed,5
mutation_6_validation_T,gx_repeats,3
mutation_6_validation_T,soda_sec,0.479
mutation_6_validation_T,soda_sec_std,0.026
mutation_6_validation_T,soda_cpu,0.667
mutation_6_validation_T,soda_cpu_std,0.943
mutation_6_validation_T,soda_ram_kb,292864.0
mutation_6_validation_T,soda_ram_kb_std,0.0
mutation_6_validation_T,soda_checks,5
mutation_6_validation_T,soda_failed,1
mutation_6_validation_T,soda_repeats,3
mutation_6_validation_T,sql_sec,0.535
mutation_6_validation_T,sql_sec_std,0.003
mutation_6_validation_T,sql_cpu,1.233
mutation_6_validation_T,sql_cpu_std,1.744
mutation_6_validation_T,sql_ram_kb,292864.0
mutation_6_validation_T,sql_ram_kb_std,0.0
mutation_6_validation_T,sql_checks,7
mutation_6_validation_T,sql_failed,2
mutation_6_validation_T,sql_repeats,3
mutation_6_validation_T,deequ_sec,0.652
mutation_6_validation_T,deequ_sec_std,0.074
mutation_6_validation_T,deequ_cpu,2.033
mutation_6_validation_T,deequ_cpu_std,0.556
mutation_6_validation_T,deequ_ram_kb,292864.0
mutation_6_validation_T,deequ_ram_kb_std,0.0
mutation_6_validation_T,deequ_checks,10
mutation_6_validation_T,deequ_failed,2
mutation_6_validation_T,deequ_repeats,3
mutation_6_validation_L,gx_sec,0.307
mutation_6_validation_L,gx_sec_std,0.067
mutation_6_validation_L,gx_cpu,1.067
mutation_6_validation_L,gx_cpu_std,1.508
mutation_6_validation_L,gx_ram_kb,292864.0
mutation_6_validation_L,gx_ram_kb_std,0.0
mutation_6_validation_L,gx_checks,3
mutation_6_validation_L,gx_failed,1
mutation_6_validation_L,gx_repeats,3
mutation_6_validation_L,soda_sec,0.243
mutation_6_validation_L,soda_sec_std,0.021
mutation_6_validation_L,soda_cpu,1.567
mutation_6_validation_L,soda_cpu_std,2.216
mutation_6_validation_L,soda_ram_kb,292864.0
mutation_6_validation_L,soda_ram_kb_std,0.0
mutation_6_validation_L,soda_checks,3
mutation_6_validation_L,soda_failed,1
mutation_6_validation_L,soda_repeats,3
mutation_6_validation_L,deequ_sec,0.314
mutation_6_validation_L,deequ_sec_std,0.042
mutation_6_validation_L,deequ_cpu,2.033
mutation_6_validation_L,deequ_cpu_std,1.466
mutation_6_validation_L,deequ_ram_kb,292864.0
mutation_6_validation_L,deequ_ram_kb_std,0.0
mutation_6_validation_L,deequ_checks,5
mutation_6_validation_L,deequ_failed,1
mutation_6_validation_L,deequ_repeats,3
mutation_7_validation_E,gx_sec,0.735
mutation_7_validation_E,gx_sec_std,0.065
mutation_7_validation_E,gx_cpu,1.9
mutation_7_validation_E,gx_cpu_std,0.849
mutation_7_validation_E,gx_ram_kb,303745.333
mutation_7_validation_E,gx_ram_kb_std,241.359
mutation_7_validation_E,gx_checks,15
mutation_7_validation_E,gx_failed,5
mutation_7_validation_E,gx_repeats,3
mutation_7_validation_E,soda_sec,0.312
mutation_7_validation_E,soda_sec_std,0.006
mutation_7_validation_E,soda_cpu,3.2
mutation_7_validation_E,soda_cpu_std,0.082
mutation_7_validation_E,soda_ram_kb,302038.667
