stage,metric,value
mutation_5_validation_T,deequ_cpu,1.367
mutation_5_validation_T,deequ_cpu_std,1.103
mutation_5_validation_T,deequ_ram_kb,295236.0
mutation_5_validation_T,deequ_ram_kb_std,0.0
mutation_5_validation_T,deequ_checks,10
mutation_5_validation_T,deequ_failed,3
mutation_5_validation_T,deequ_repeats,3
mutation_5_validation_L,soda_sec,0.198
mutation_5_validation_L,soda_sec_std,0.028
mutation_5_validation_L,soda_cpu,3.533
mutation_5_validation_L,soda_cpu_std,2.604
mutation_5_validation_L,soda_ram_kb,295236.0
mutation_5_validation_L,soda_ram_kb_std,0.0
mutation_5_validation_L,soda_checks,3
mutation_5_validation_L,soda_failed,0
mutation_5_validation_L,soda_repeats,3
mutation_6_validation_E,soda_sec,0.438
mutation_6_validation_E,soda_sec_std,0.049
mutation_6_validation_E,soda_cpu,1.633
mutation_6_validation_E,soda_cpu_std,1.156
mutation_6_validation_E,soda_ram_kb,295236.0
mutation_6_validation_E,soda_ram_kb_std,0.0
mutation_6_validation_E,soda_checks,7
mutation_6_validation_E,soda_failed,2
mutation_6_validation_E,soda_repeats,3
mutation_6_validation_T,deequ_sec,0.631
mutation_6_validation_T,deequ_sec_std,0.058
mutation_6_validation_T,deequ_cpu,1.467
mutation_6_validation_T,deequ_cpu_std,1.184
mutation_6_validation_T,deequ_ram_kb,295236.0
mutation_6_validation_T,deequ_ram_kb_std,0.0
mutation_6_validation_T,deequ_checks,10
mutation_6_validation_T,deequ_failed,2
mutation_6_validation_T,deequ_repeats,3
mutation_6_validation_L,soda_sec,0.244
mutation_6_validation_L,soda_sec_std,0.063
mutation_6_validation_L,soda_cpu,4.2
mutation_6_validation_L,soda_cpu_std,5.94
mutation_6_validation_L,soda_ram_kb,295236.0
mutation_6_validation_L,soda_ram_kb_std,0.0
mutation_6_validation_L,soda_checks,3
mutation_6_validation_L,soda_failed,1
mutation_6_validation_L,soda_repeats,3
mutation_7_validation_E,soda_sec,0.338
mutation_7_validation_E,soda_sec_std,0.053
mutation_7_validation_E,soda_cpu,1.867
mutation_7_validation_E,soda_cpu_std,1.36
mutation_7_validation_E,soda_ram_kb,303208.0
mutation_7_validation_E,soda_ram_kb_std,0.0
mutation_7_validation_E,soda_checks,7
mutation_7_validation_E,soda_failed,3
mutation_7_validation_E,soda_repeats,3
mutation_7_validation_T,deequ_sec,0.627
mutation_7_validation_T,deequ_sec_std,0.033
mutation_7_validation_T,deequ_cpu,2.133
mutation_7_validation_T,deequ_cpu_std,0.759
mutation_7_validation_T,deequ_ram_kb,303208.0
mutation_7_validation_T,deequ_ram_kb_std,0.0
mutation_7_validation_T,deequ_checks,10
mutation_7_validation_T,deequ_failed,5
mutation_7_validation_T,deequ_repeats,3
mutation_7_validation_L,soda_sec,0.277
mutation_7_validation_L,soda_sec_std,0.029
mutation_7_validation_L,soda_cpu,1.267
mutation_7_validation_L,soda_cpu_std,1.791
mutation_7_validation_L,soda_ram_kb,303208.0
mutation_7_validation_L,soda_ram_kb_std,0.0
mutation_7_validation_L,soda_checks,3
mutation_7_validation_L,soda_failed,0
mutation_7_validation_L,soda_repeats,3
mutation_8_validation_E,soda_sec,0.523
mutation_8_validation_E,soda_sec_std,0.025
mutation_8_validation_E,soda_cpu,1.9
mutation_8_validation_E,soda_cpu_std,0.082
mutation_8_validation_E,soda_ram_kb,300014.667
mutation_8_validation_E,soda_ram_kb_std,965.436
mutation_8_validation_E,soda_checks,7
mutation_8_validation_E,soda_failed,1
mutation_8_validation_E,soda_repeats,3
mutation_8_validation_T,deequ_sec,0.672
mutation_8_validation_T,deequ_sec_std,0.061
mutation_8_validation_T,deequ_cpu,2.0
mutation_8_validation_T,deequ_cpu_std,0.648
mutation_8_validation_T,deequ_ram_kb,299332.0
mutation_8_validation_T,deequ_ram_kb_std,0.0
mutation_8_validation_T,deequ_checks,10
mutation_8_validation_T,deequ_failed,4
mutation_8_validation_T,deequ_repeats,3
mutation_8_validation_L,soda_sec,0.282
mutation_8_validation_L,soda_sec_std,0.054
mutation_8_validation_L,soda_cpu,1.5
mutation_8_validation_L,soda_cpu_std,2.121
mutation_8_validation_L,soda_ram_kb,299332.0
mutation_8_validation_L,soda_ram_kb_std,0.0
mutation_8_validation_L,soda_checks,3
mutation_8_validation_L,soda_failed,0
mutation_8_validation_L,soda_repeats,3
mutation_9_validation_E,soda_sec,0.444
mutation_9_validation_E,soda_sec_std,0.044
mutation_9_validation_E,soda_cpu,1.567
mutation_9_validation_E,soda_cpu_std,1.126
mutation_9_validation_E,soda_ram_kb,299332.0
mutation_9_validation_E,soda_ram_kb_std,0.0
mutation_9_validation_E,soda_checks,7
mutation_9_validation_E,soda_failed,1
mutation_9_validation_E,soda_repeats,3
mutation_9_validation_T,deequ_sec,0.668
mutation_9_validation_T,deequ_sec_std,0.044
mutation_9_validation_T,deequ_cpu,2.0
mutation_9_validation_T,deequ_cpu_std,0.648
mutation_9_validation_T,deequ_ram_kb,299332.0
mutation_9_validation_T,deequ_ram_kb_std,0.0
mutation_9_validation_T,deequ_checks,10
mutation_9_validation_T,deequ_failed,2
mutation_9_validation_T,deequ_repeats,3
mutation_9_validation_L,soda_sec,0.239
mutation_9_validation_L,soda_sec_std,0.042
mutation_9_validation_L,soda_cpu,1.3
mutation_9_validation_L,soda_cpu_std,1.838
mutation_9_validation_L,soda_ram_kb,299332.0
mutation_9_validation_L,soda_ram_kb_std,0.0
mutation_9_validation_L,soda_checks,3
mutation_9_validation_L,soda_failed,0
mutation_9_validation_L,soda_repeats,3
