stage,metric,value
mutation_6_validation_T,deequ_cpu,2.56
mutation_6_validation_T,deequ_cpu_std,1.534
mutation_6_validation_T,deequ_ram_kb,260400.0
mutation_6_validation_T,deequ_ram_kb_std,0.0
mutation_6_validation_T,deequ_checks,10
mutation_6_validation_T,deequ_failed,2
mutation_6_validation_T,deequ_repeats,10
mutation_6_validation_L,soda_sec,0.099
mutation_6_validation_L,soda_sec_std,0.012
mutation_6_validation_L,soda_cpu,2.71
mutation_6_validation_L,soda_cpu_std,4.179
mutation_6_validation_L,soda_ram_kb,260405.2
mutation_6_validation_L,soda_ram_kb_std,3.6
mutation_6_validation_L,soda_checks,3
mutation_6_validation_L,soda_failed,1
mutation_6_validation_L,soda_repeats,10
mutation_7_validation_E,soda_sec,0.213
mutation_7_validation_E,soda_sec_std,0.023
mutation_7_validation_E,soda_cpu,3.3
mutation_7_validation_E,soda_cpu_std,2.195
mutation_7_validation_E,soda_ram_kb,260436.0
mutation_7_validation_E,soda_ram_kb_std,0.0
mutation_7_validation_E,soda_checks,7
mutation_7_validation_E,soda_failed,3
mutation_7_validation_E,soda_repeats,10
mutation_7_validation_T,deequ_sec,0.358
mutation_7_validation_T,deequ_sec_std,0.03
mutation_7_validation_T,deequ_cpu,2.52
mutation_7_validation_T,deequ_cpu_std,1.559
mutation_7_validation_T,deequ_ram_kb,260436.0
mutation_7_validation_T,deequ_ram_kb_std,0.0
mutation_7_validation_T,deequ_checks,10
mutation_7_validation_T,deequ_failed,5
mutation_7_validation_T,deequ_repeats,10
mutation_7_validation_L,soda_sec,0.097
mutation_7_validation_L,soda_sec_std,0.01
mutation_7_validation_L,soda_cpu,3.09
mutation_7_validation_L,soda_cpu_std,4.772
mutation_7_validation_L,soda_ram_kb,260436.0
mutation_7_validation_L,soda_ram_kb_std,0.0
mutation_7_validation_L,soda_checks,3
mutation_7_validation_L,soda_failed,0
mutation_7_validation_L,soda_repeats,10
mutation_8_validation_E,soda_sec,0.206
mutation_8_validation_E,soda_sec_std,0.015
mutation_8_validation_E,soda_cpu,2.95
mutation_8_validation_E,soda_cpu_std,2.427
mutation_8_validation_E,soda_ram_kb,260436.0
mutation_8_validation_E,soda_ram_kb_std,0.0
mutation_8_validation_E,soda_checks,7
mutation_8_validation_E,soda_failed,1
mutation_8_validation_E,soda_repeats,10
mutation_8_validation_T,deequ_sec,0.372
mutation_8_validation_T,deequ_sec_std,0.026
mutation_8_validation_T,deequ_cpu,2.72
mutation_8_validation_T,deequ_cpu_std,1.766
mutation_8_validation_T,deequ_ram_kb,260436.0
mutation_8_validation_T,deequ_ram_kb_std,0.0
mutation_8_validation_T,deequ_checks,10
mutation_8_validation_T,deequ_failed,4
mutation_8_validation_T,deequ_repeats,10
mutation_8_validation_L,soda_sec,0.104
mutation_8_validation_L,soda_sec_std,0.019
mutation_8_validation_L,soda_cpu,2.17
mutation_8_validation_L,soda_cpu_std,4.341
mutation_8_validation_L,soda_ram_kb,260436.0
mutation_8_validation_L,soda_ram_kb_std,0.0
mutation_8_validation_L,soda_checks,3
mutation_8_validation_L,soda_failed,0
mutation_8_validation_L,soda_repeats,10
mutation_9_validation_E,soda_sec,0.208
mutation_9_validation_E,soda_sec_std,0.01
mutation_9_validation_E,soda_cpu,2.88
mutation_9_validation_E,soda_cpu_std,3.132
mutation_9_validation_E,soda_ram_kb,260436.0
mutation_9_validation_E,soda_ram_kb_std,0.0
mutation_9_validation_E,soda_checks,7
mutation_9_validation_E,soda_failed,1
mutation_9_validation_E,soda_repeats,10
mutation_9_validation_T,deequ_sec,0.353
mutation_9_validation_T,deequ_sec_std,0.008
mutation_9_validation_T,deequ_cpu,2.56
mutation_9_validation_T,deequ_cpu_std,2.009
mutation_9_validation_T,deequ_ram_kb,260455.0
mutation_9_validation_T,deequ_ram_kb_std,30.637
mutation_9_validation_T,deequ_checks,10
mutation_9_validation_T,deequ_failed,2
mutation_9_validation_T,deequ_repeats,10
mutation_9_validation_L,soda_sec,0.097
mutation_9_validation_L,soda_sec_std,0.009
mutation_9_validation_L,soda_cpu,3.38
mutation_9_validation_L,soda_cpu_std,5.168
mutation_9_validation_L,soda_ram_kb,260512.0
mutation_9_validation_L,soda_ram_kb_std,0.0
mutation_9_validation_L,soda_checks,3
mutation_9_validation_L,soda_failed,0
mutation_9_validation_L,soda_repeats,10
