stage,metric,value
validation_L,soda_cpu,2.03
validation_L,soda_cpu_std,3.109
validation_L,soda_ram_kb,260336.0
validation_L,soda_ram_kb_std,0.0
validation_L,soda_checks,3
validation_L,soda_failed,0
validation_L,soda_repeats,10
validation_L,deequ_sec,0.233
validation_L,deequ_sec_std,0.011
validation_L,deequ_cpu,2.14
validation_L,deequ_cpu_std,2.811
validation_L,deequ_ram_kb,260338.2
validation_L,deequ_ram_kb_std,1.887
validation_L,deequ_checks,5
validation_L,deequ_failed,0
validation_L,deequ_repeats,10
mutation_1_validation_E,gx_sec,0.517
mutation_1_validation_E,gx_sec_std,0.045
mutation_1_validation_E,gx_cpu,2.47
mutation_1_validation_E,gx_cpu_std,1.158
mutation_1_validation_E,gx_ram_kb,260564.8
mutation_1_validation_E,gx_ram_kb_std,5.6
mutation_1_validation_E,gx_checks,15
mutation_1_validation_E,gx_failed,5
mutation_1_validation_E,gx_repeats,10
mutation_1_validation_E,soda_sec,0.219
mutation_1_validation_E,soda_sec_std,0.015
mutation_1_validation_E,soda_cpu,2.7
mutation_1_validation_E,soda_cpu_std,2.211
mutation_1_validation_E,soda_ram_kb,260568.0
mutation_1_validation_E,soda_ram_kb_std,0.0
mutation_1_validation_E,soda_checks,7
mutation_1_validation_E,soda_failed,2
mutation_1_validation_E,soda_repeats,10
mutation_1_validation_E,deequ_sec,0.517
mutation_1_validation_E,deequ_sec_std,0.015
mutation_1_validation_E,deequ_cpu,3.09
mutation_1_validation_E,deequ_cpu_std,1.522
mutation_1_validation_E,deequ_ram_kb,260569.4
mutation_1_validation_E,deequ_ram_kb_std,1.8
mutation_1_validation_E,deequ_checks,17
mutation_1_validation_E,deequ_failed,5
mutation_1_validation_E,deequ_repeats,10
mutation_1_validation_T,gx_sec,0.661
mutation_1_validation_T,gx_sec_std,0.023
mutation_1_validation_T,gx_cpu,2.57
mutation_1_validation_T,gx_cpu_std,1.008
mutation_1_validation_T,gx_ram_kb,260572.0
mutation_1_validation_T,gx_ram_kb_std,0.0
mutation_1_validation_T,gx_checks,19
mutation_1_validation_T,gx_failed,6
mutation_1_validation_T,gx_repeats,10
mutation_1_validation_T,soda_sec,0.221
mutation_1_validation_T,soda_sec_std,0.021
mutation_1_validation_T,soda_cpu,2.67
mutation_1_validation_T,soda_cpu_std,2.205
mutation_1_validation_T,soda_ram_kb,260572.0
mutation_1_validation_T,soda_ram_kb_std,0.0
mutation_1_validation_T,soda_checks,5
mutation_1_validation_T,soda_failed,3
mutation_1_validation_T,soda_repeats,10
mutation_1_validation_T,sql_sec,0.265
mutation_1_validation_T,sql_sec_std,0.013
mutation_1_validation_T,sql_cpu,2.67
mutation_1_validation_T,sql_cpu_std,2.37
mutation_1_validation_T,sql_ram_kb,260572.0
mutation_1_validation_T,sql_ram_kb_std,0.0
mutation_1_validation_T,sql_checks,7
mutation_1_validation_T,sql_failed,5
mutation_1_validation_T,sql_repeats,10
mutation_1_validation_T,deequ_sec,0.361
mutation_1_validation_T,deequ_sec_std,0.01
mutation_1_validation_T,deequ_cpu,1.95
mutation_1_validation_T,deequ_cpu_std,1.278
mutation_1_validation_T,deequ_ram_kb,260572.0
mutation_1_validation_T,deequ_ram_kb_std,0.0
mutation_1_validation_T,deequ_checks,10
mutation_1_validation_T,deequ_failed,5
mutation_1_validation_T,deequ_repeats,10
mutation_1_validation_L,gx_sec,0.109
mutation_1_validation_L,gx_sec_std,0.015
mutation_1_validation_L,gx_cpu,2.95
mutation_1_validation_L,gx_cpu_std,6.241
mutation_1_validation_L,gx_ram_kb,260572.0
mutation_1_validation_L,gx_ram_kb_std,0.0
mutation_1_validation_L,gx_checks,3
mutation_1_validation_L,gx_failed,1
mutation_1_validation_L,gx_repeats,10
mutation_1_validation_L,soda_sec,0.108
mutation_1_validation_L,soda_sec_std,0.018
mutation_1_validation_L,soda_cpu,2.93
mutation_1_validation_L,soda_cpu_std,4.533
mutation_1_validation_L,soda_ram_kb,260572.0
mutation_1_validation_L,soda_ram_kb_std,0.0
mutation_1_validation_L,soda_checks,3
mutation_1_validation_L,soda_failed,0
mutation_1_validation_L,soda_repeats,10
mutation_1_validation_L,deequ_sec,0.155
mutation_1_validation_L,deequ_sec_std,0.009
mutation_1_validation_L,deequ_cpu,3.38
mutation_1_validation_L,deequ_cpu_std,4.628
mutation_1_validation_L,deequ_ram_kb,260572.0
mutation_1_validation_L,deequ_ram_kb_std,0.0
mutation_1_validation_L,deequ_checks,5
mutation_1_validation_L,deequ_failed,0
mutation_1_validation_L,deequ_repeats,10
mutation_2_validation_E,gx_sec,0.485
mutation_2_validation_E,gx_sec_std,0.023
mutation_2_validation_E,gx_cpu,2.89
mutation_2_validation_E,gx_cpu_std,1.035
mutation_2_validation_E,gx_ram_kb,260582.8
mutation_2_validation_E,gx_ram_kb_std,2.561
mutation_2_validation_E,gx_checks,15
mutation_2_validation_E,gx_failed,2
mutation_2_validation_E,gx_repeats,10
mutation_2_validation_E,soda_sec,0.218
mutation_2_validation_E,soda_sec_std,0.009
mutation_2_validation_E,soda_cpu,3.15
mutation_2_validation_E,soda_cpu_std,2.884
mutation_2_validation_E,soda_ram_kb,260584.0
mutation_2_validation_E,soda_ram_kb_std,0.0
mutation_2_validation_E,soda_checks,7
mutation_2_validation_E,soda_failed,0
mutation_2_validation_E,soda_repeats,10
mutation_2_validation_E,deequ_sec,0.506
mutation_2_validation_E,deequ_sec_std,0.015
mutation_2_validation_E,deequ_cpu,2.76
mutation_2_validation_E,deequ_cpu_std,0.997
mutation_2_validation_E,deequ_ram_kb,260584.0
mutation_2_validation_E,deequ_ram_kb_std,0.0
mutation_2_validation_E,deequ_checks,17
mutation_2_validation_E,deequ_failed,1
mutation_2_validation_E,deequ_repeats,10
mutation_2_validation_T,gx_sec,0.645
mutation_2_validation_T,gx_sec_std,0.026
mutation_2_validation_T,gx_cpu,2.62
mutation_2_validation_T,gx_cpu_std,0.678
mutation_2_validation_T,gx_ram_kb,260584.0
mutation_2_validation_T,gx_ram_kb_std,0.0
mutation_2_validation_T,gx_checks,19
mutation_2_validation_T,gx_failed,3
mutation_2_validation_T,gx_repeats,10
mutation_2_validation_T,soda_sec,0.217
mutation_2_validation_T,soda_sec_std,0.017
mutation_2_validation_T,soda_cpu,2.76
mutation_2_validation_T,soda_cpu_std,2.998
mutation_2_validation_T,soda_ram_kb,260584.0
mutation_2_validation_T,soda_ram_kb_std,0.0
mutation_2_validation_T,soda_checks,5
mutation_2_validation_T,soda_failed,1
mutation_2_validation_T,soda_repeats,10
mutation_2_validation_T,sql_sec,0.268
mutation_2_validation_T,sql_sec_std,0.008
mutation_2_validation_T,sql_cpu,2.22
mutation_2_validation_T,sql_cpu_std,1.814
mutation_2_validation_T,sql_ram_kb,260584.0
mutation_2_validation_T,sql_ram_kb_std,0.0
mutation_2_validation_T,sql_checks,7
mutation_2_validation_T,sql_failed,2
mutation_2_validation_T,sql_repeats,10
mutation_2_validation_T,deequ_sec,0.364
mutation_2_validation_T,deequ_sec_std,0.02
mutation_2_validation_T,deequ_cpu,2.79
mutation_2_validation_T,deequ_cpu_std,2.132
mutation_2_validation_T,deequ_ram_kb,260584.0
mutation_2_validation_T,deequ_ram_kb_std,0.0
mutation_2_validation_T,deequ_checks,10
mutation_2_validation_T,deequ_failed,3
mutation_2_validation_T,deequ_repeats,10
mutation_2_validation_L,gx_sec,0.108
mutation_2_validation_L,gx_sec_std,0.013
mutation_2_validation_L,gx_cpu,3.81
mutation_2_validation_L,gx_cpu_std,6.603
mutation_2_validation_L,gx_ram_kb,260584.0
mutation_2_validation_L,gx_ram_kb_std,0.0
mutation_2_validation_L,gx_checks,3
mutation_2_validation_L,gx_failed,0
mutation_2_validation_L,gx_repeats,10
mutation_2_validation_L,soda_sec,0.111
mutation_2_validation_L,soda_sec_std,0.02
mutation_2_validation_L,soda_cpu,3.16
mutation_2_validation_L,soda_cpu_std,4.862
mutation_2_validation_L,soda_ram_kb,260584.0
mutation_2_validation_L,soda_ram_kb_std,0.0
mutation_2_validation_L,soda_checks,3
mutation_2_validation_L,soda_failed,0
mutation_2_validation_L,soda_repeats,10
mutation_2_validation_L,deequ_sec,0.153
mutation_2_validation_L,deequ_sec_std,0.012
mutation_2_validation_L,deequ_cpu,3.36
mutation_2_validation_L,deequ_cpu_std,3.376
mutation_2_validation_L,deequ_ram_kb,260584.0
mutation_2_validation_L,deequ_ram_kb_std,0.0
mutation_2_validation_L,deequ_checks,5
mutation_2_validation_L,deequ_failed,0
mutation_2_validation_L,deequ_repeats,10
mutation_3_validation_E,gx_sec,0.47
mutation_3_validation_E,gx_sec_std,0.018
mutation_3_validation_E,gx_cpu,2.77
mutation_3_validation_E,gx_cpu_std,1.679
mutation_3_validation_E,gx_ram_kb,260604.0
mutation_3_validation_E,gx_ram_kb_std,0.0
mutation_3_validation_E,gx_checks,15
mutation_3_validation_E,gx_failed,4
mutation_3_validation_E,gx_repeats,10
mutation_3_validation_E,soda_sec,0.204
mutation_3_validation_E,soda_sec_std,0.014
mutation_3_validation_E,soda_cpu,3.38
mutation_3_validation_E,soda_cpu_std,3.093
mutation_3_validation_E,soda_ram_kb,260633.0
mutation_3_validation_E,soda_ram_kb_std,46.761
mutation_3_validation_E,soda_checks,7
mutation_3_validation_E,soda_failed,1
mutation_3_validation_E,soda_repeats,10
mutation_3_validation_E,deequ_sec,0.498
mutation_3_validation_E,deequ_sec_std,0.023
mutation_3_validation_E,deequ_cpu,3.0
mutation_3_validation_E,deequ_cpu_std,0.951
mutation_3_validation_E,deequ_ram_kb,260720.0
mutation_3_validation_E,deequ_ram_kb_std,0.0
mutation_3_validation_E,deequ_checks,17
mutation_3_validation_E,deequ_failed,2
mutation_3_validation_E,deequ_repeats,10
mutation_3_validation_T,gx_sec,0.651
mutation_3_validation_T,gx_sec_std,0.022
mutation_3_validation_T,gx_cpu,2.78
mutation_3_validation_T,gx_cpu_std,0.914
mutation_3_validation_T,gx_ram_kb,260720.0
mutation_3_validation_T,gx_ram_kb_std,0.0
mutation_3_validation_T,gx_checks,19
mutation_3_validation_T,gx_failed,5
mutation_3_validation_T,gx_repeats,10
mutation_3_validation_T,soda_sec,0.21
mutation_3_validation_T,soda_sec_std,0.017
mutation_3_validation_T,soda_cpu,2.54
mutation_3_validation_T,soda_cpu_std,2.545
mutation_3_validation_T,soda_ram_kb,260721.8
mutation_3_validation_T,soda_ram_kb_std,1.887
mutation_3_validation_T,soda_checks,5
mutation_3_validation_T,soda_failed,1
mutation_3_validation_T,soda_repeats,10
mutation_3_validation_T,sql_sec,0.262
mutation_3_validation_T,sql_sec_std,0.007
mutation_3_validation_T,sql_cpu,2.67
mutation_3_validation_T,sql_cpu_std,1.752
mutation_3_validation_T,sql_ram_kb,260724.0
mutation_3_validation_T,sql_ram_kb_std,0.0
mutation_3_validation_T,sql_checks,7
mutation_3_validation_T,sql_failed,2
mutation_3_validation_T,sql_repeats,10
mutation_3_validation_T,deequ_sec,0.355
mutation_3_validation_T,deequ_sec_std,0.009
mutation_3_validation_T,deequ_cpu,2.49
mutation_3_validation_T,deequ_cpu_std,1.914
mutation_3_validation_T,deequ_ram_kb,260724.0
mutation_3_validation_T,deequ_ram_kb_std,0.0
mutation_3_validation_T,deequ_checks,10
mutation_3_validation_T,deequ_failed,2
mutation_3_validation_T,deequ_repeats,10
mutation_3_validation_L,gx_sec,0.104
mutation_3_validation_L,gx_sec_std,0.013
mutation_3_validation_L,gx_cpu,3.45
mutation_3_validation_L,gx_cpu_std,4.255
mutation_3_validation_L,gx_ram_kb,260724.0
mutation_3_validation_L,gx_ram_kb_std,0.0
mutation_3_validation_L,gx_checks,3
mutation_3_validation_L,gx_failed,1
mutation_3_validation_L,gx_repeats,10
mutation_3_validation_L,soda_sec,0.103
mutation_3_validation_L,soda_sec_std,0.011
mutation_3_validation_L,soda_cpu,2.12
mutation_3_validation_L,soda_cpu_std,4.24
mutation_3_validation_L,soda_ram_kb,260724.0
mutation_3_validation_L,soda_ram_kb_std,0.0
mutation_3_validation_L,soda_checks,3
mutation_3_validation_L,soda_failed,1
mutation_3_validation_L,soda_repeats,10
mutation_3_validation_L,deequ_sec,0.151
mutation_3_validation_L,deequ_sec_std,0.013
mutation_3_validation_L,deequ_cpu,3.81
mutation_3_validation_L,deequ_cpu_std,5.097
mutation_3_validation_L,deequ_ram_kb,260724.6
mutation_3_validation_L,deequ_ram_kb_std,1.281
mutation_3_validation_L,deequ_checks,5
mutation_3_validation_L,deequ_failed,1
mutation_3_validation_L,deequ_repeats,10
mutation_4_validation_E,gx_sec,0.463
mutation_4_validation_E,gx_sec_std,0.035
mutation_4_validation_E,gx_cpu,3.06
mutation_4_validation_E,gx_cpu_std,1.129
mutation_4_validation_E,gx_ram_kb,260764.0
mutation_4_validation_E,gx_ram_kb_std,0.0
mutation_4_validation_E,gx_checks,15
mutation_4_validation_E,gx_failed,5
mutation_4_validation_E,gx_repeats,10
mutation_4_validation_E,soda_sec,0.198
mutation_4_validation_E,soda_sec_std,0.012
mutation_4_validation_E,soda_cpu,2.99
mutation_4_validation_E,soda_cpu_std,3.229
mutation_4_validation_E,soda_ram_kb,260764.0
mutation_4_validation_E,soda_ram_kb_std,0.0
mutation_4_validation_E,soda_checks,7
mutation_4_validation_E,soda_failed,2
mutation_4_validation_E,soda_repeats,10
mutation_4_validation_E,deequ_sec,0.493
mutation_4_validation_E,deequ_sec_std,0.02
mutation_4_validation_E,deequ_cpu,3.05
mutation_4_validation_E,deequ_cpu_std,1.058
mutation_4_validation_E,deequ_ram_kb,260764.0
mutation_4_validation_E,deequ_ram_kb_std,0.0
mutation_4_validation_E,deequ_checks,17
mutation_4_validation_E,deequ_failed,5
mutation_4_validation_E,deequ_repeats,10
mutation_4_validation_T,gx_sec,0.628
mutation_4_validation_T,gx_sec_std,0.026
mutation_4_validation_T,gx_cpu,2.72
mutation_4_validation_T,gx_cpu_std,1.633
mutation_4_validation_T,gx_ram_kb,260764.0
mutation_4_validation_T,gx_ram_kb_std,0.0
mutation_4_validation_T,gx_checks,19
mutation_4_validation_T,gx_failed,6
mutation_4_validation_T,gx_repeats,10
mutation_4_validation_T,soda_sec,0.205
mutation_4_validation_T,soda_sec_std,0.013
mutation_4_validation_T,soda_cpu,2.46
mutation_4_validation_T,soda_cpu_std,2.463
mutation_4_validation_T,soda_ram_kb,260764.0
mutation_4_validation_T,soda_ram_kb_std,0.0
mutation_4_validation_T,soda_checks,5
mutation_4_validation_T,soda_failed,3
mutation_4_validation_T,soda_repeats,10
mutation_4_validation_T,sql_sec,0.25
mutation_4_validation_T,sql_sec_std,0.014
mutation_4_validation_T,sql_cpu,2.78
mutation_4_validation_T,sql_cpu_std,2.484
mutation_4_validation_T,sql_ram_kb,260764.0
mutation_4_validation_T,sql_ram_kb_std,0.0
mutation_4_validation_T,sql_checks,7
mutation_4_validation_T,sql_failed,5
mutation_4_validation_T,sql_repeats,10
mutation_4_validation_T,deequ_sec,0.346
mutation_4_validation_T,deequ_sec_std,0.008
mutation_4_validation_T,deequ_cpu,2.61
mutation_4_validation_T,deequ_cpu_std,1.582
mutation_4_validation_T,deequ_ram_kb,260764.0
mutation_4_validation_T,deequ_ram_kb_std,0.0
mutation_4_validation_T,deequ_checks,10
mutation_4_validation_T,deequ_failed,5
mutation_4_validation_T,deequ_repeats,10
mutation_4_validation_L,gx_sec,0.102
mutation_4_validation_L,gx_sec_std,0.011
mutation_4_validation_L,gx_cpu,3.15
mutation_4_validation_L,gx_cpu_std,4.817
mutation_4_validation_L,gx_ram_kb,260764.0
mutation_4_validation_L,gx_ram_kb_std,0.0
mutation_4_validation_L,gx_checks,3
mutation_4_validation_L,gx_failed,1
mutation_4_validation_L,gx_repeats,10
mutation_4_validation_L,soda_sec,0.103
mutation_4_validation_L,soda_sec_std,0.014
mutation_4_validation_L,soda_cpu,2.91
mutation_4_validation_L,soda_cpu_std,4.484
mutation_4_validation_L,soda_ram_kb,260764.0
mutation_4_validation_L,soda_ram_kb_std,0.0
mutation_4_validation_L,soda_checks,3
mutation_4_validation_L,soda_failed,0
mutation_4_validation_L,soda_repeats,10
mutation_4_validation_L,deequ_sec,0.17
mutation_4_validation_L,deequ_sec_std,0.014
mutation_4_validation_L,deequ_cpu,3.04
mutation_4_validation_L,deequ_cpu_std,3.071
mutation_4_validation_L,deequ_ram_kb,260764.0
mutation_4_validation_L,deequ_ram_kb_std,0.0
mutation_4_validation_L,deequ_checks,5
mutation_4_validation_L,deequ_failed,0
mutation_4_validation_L,deequ_repeats,10
mutation_5_validation_E,gx_sec,0.471
mutation_5_validation_E,gx_sec_std,0.032
mutation_5_validation_E,gx_cpu,2.94
mutation_5_validation_E,gx_cpu_std,0.968
mutation_5_validation_E,gx_ram_kb,260764.0
mutation_5_validation_E,gx_ram_kb_std,0.0
mutation_5_validation_E,gx_checks,15
mutation_5_validation_E,gx_failed,2
mutation_5_validation_E,gx_repeats,10
mutation_5_validation_E,soda_sec,0.197
mutation_5_validation_E,soda_sec_std,0.012
mutation_5_validation_E,soda_cpu,3.59
mutation_5_validation_E,soda_cpu_std,2.363
mutation_5_validation_E,soda_ram_kb,260764.0
mutation_5_validation_E,soda_ram_kb_std,0.0
mutation_5_validation_E,soda_checks,7
mutation_5_validation_E,soda_failed,1
mutation_5_validation_E,soda_repeats,10
mutation_5_validation_E,deequ_sec,0.493
mutation_5_validation_E,deequ_sec_std,0.021
mutation_5_validation_E,deequ_cpu,3.25
mutation_5_validation_E,deequ_cpu_std,1.605
mutation_5_validation_E,deequ_ram_kb,260764.0
mutation_5_validation_E,deequ_ram_kb_std,0.0
mutation_5_validation_E,deequ_checks,17
mutation_5_validation_E,deequ_failed,2
mutation_5_validation_E,deequ_repeats,10
mutation_5_validation_T,gx_sec,0.62
mutation_5_validation_T,gx_sec_std,0.023
mutation_5_validation_T,gx_cpu,2.76
mutation_5_validation_T,gx_cpu_std,1.065
mutation_5_validation_T,gx_ram_kb,260764.0
mutation_5_validation_T,gx_ram_kb_std,0.0
mutation_5_validation_T,gx_checks,19
mutation_5_validation_T,gx_failed,3
mutation_5_validation_T,gx_repeats,10
mutation_5_validation_T,soda_sec,0.201
mutation_5_validation_T,soda_sec_std,0.016
mutation_5_validation_T,soda_cpu,2.49
mutation_5_validation_T,soda_cpu_std,2.509
mutation_5_validation_T,soda_ram_kb,260764.0
mutation_5_validation_T,soda_ram_kb_std,0.0
mutation_5_validation_T,soda_checks,5
mutation_5_validation_T,soda_failed,1
mutation_5_validation_T,soda_repeats,10
mutation_5_validation_T,sql_sec,0.254
mutation_5_validation_T,sql_sec_std,0.007
mutation_5_validation_T,sql_cpu,2.34
mutation_5_validation_T,sql_cpu_std,2.573
mutation_5_validation_T,sql_ram_kb,260764.0
mutation_5_validation_T,sql_ram_kb_std,0.0
mutation_5_validation_T,sql_checks,7
mutation_5_validation_T,sql_failed,2
mutation_5_validation_T,sql_repeats,10
mutation_5_validation_T,deequ_sec,0.347
mutation_5_validation_T,deequ_sec_std,0.01
mutation_5_validation_T,deequ_cpu,2.61
mutation_5_validation_T,deequ_cpu_std,1.581
mutation_5_validation_T,deequ_ram_kb,260764.0
mutation_5_validation_T,deequ_ram_kb_std,0.0
mutation_5_validation_T,deequ_checks,10
mutation_5_validation_T,deequ_failed,3
mutation_5_validation_T,deequ_repeats,10
mutation_5_validation_L,gx_sec,0.101
mutation_5_validation_L,gx_sec_std,0.019
mutation_5_validation_L,gx_cpu,3.98
mutation_5_validation_L,gx_cpu_std,5.02
mutation_5_validation_L,gx_ram_kb,260764.0
mutation_5_validation_L,gx_ram_kb_std,0.0
mutation_5_validation_L,gx_checks,3
mutation_5_validation_L,gx_failed,0
mutation_5_validation_L,gx_repeats,10
mutation_5_validation_L,soda_sec,0.097
mutation_5_validation_L,soda_sec_std,0.015
mutation_5_validation_L,soda_cpu,3.32
mutation_5_validation_L,soda_cpu_std,5.126
mutation_5_validation_L,soda_ram_kb,260765.4
mutation_5_validation_L,soda_ram_kb_std,1.8
mutation_5_validation_L,soda_checks,3
mutation_5_validation_L,soda_failed,0
mutation_5_validation_L,soda_repeats,10
mutation_5_validation_L,deequ_sec,0.155
mutation_5_validation_L,deequ_sec_std,0.016
mutation_5_validation_L,deequ_cpu,3.1
mutation_5_validation_L,deequ_cpu_std,4.187
mutation_5_validation_L,deequ_ram_kb,260768.0
mutation_5_validation_L,deequ_ram_kb_std,0.0
mutation_5_validation_L,deequ_checks,5
mutation_5_validation_L,deequ_failed,0
mutation_5_validation_L,deequ_repeats,10
mutation_6_validation_E,gx_sec,0.446
mutation_6_validation_E,gx_sec_std,0.03
mutation_6_validation_E,gx_cpu,3.15
mutation_6_validation_E,gx_cpu_std,1.116
mutation_6_validation_E,gx_ram_kb,260768.0
mutation_6_validation_E,gx_ram_kb_std,0.0
mutation_6_validation_E,gx_checks,15
mutation_6_validation_E,gx_failed,4
mutation_6_validation_E,gx_repeats,10
mutation_6_validation_E,soda_sec,0.183
mutation_6_validation_E,soda_sec_std,0.012
mutation_6_validation_E,soda_cpu,3.23
mutation_6_validation_E,soda_cpu_std,2.651
mutation_6_validation_E,soda_ram_kb,260768.0
mutation_6_validation_E,soda_ram_kb_std,0.0
mutation_6_validation_E,soda_checks,7
mutation_6_validation_E,soda_failed,2
mutation_6_validation_E,soda_repeats,10
mutation_6_validation_E,deequ_sec,0.474
mutation_6_validation_E,deequ_sec_std,0.027
mutation_6_validation_E,deequ_cpu,3.36
mutation_6_validation_E,deequ_cpu_std,1.302
mutation_6_validation_E,deequ_ram_kb,260768.0
mutation_6_validation_E,deequ_ram_kb_std,0.0
mutation_6_validation_E,deequ_checks,17
mutation_6_validation_E,deequ_failed,3
mutation_6_validation_E,deequ_repeats,10
mutation_6_validation_T,gx_sec,0.579
mutation_6_validation_T,gx_sec_std,0.021
mutation_6_validation_T,gx_cpu,2.57
mutation_6_validation_T,gx_cpu_std,1.559
mutation_6_validation_T,gx_ram_kb,260768.0
mutation_6_validation_T,gx_ram_kb_std,0.0
mutation_6_validation_T,gx_checks,19
mutation_6_validation_T,gx_failed,5
mutation_6_validation_T,gx_repeats,10
mutation_6_validation_T,soda_sec,0.192
mutation_6_validation_T,soda_sec_std,0.018
mutation_6_validation_T,soda_cpu,3.07
mutation_6_validation_T,soda_cpu_std,3.557
mutation_6_validation_T,soda_ram_kb,260768.0
mutation_6_validation_T,soda_ram_kb_std,0.0
mutation_6_validation_T,soda_checks,5
mutation_6_validation_T,soda_failed,1
mutation_6_validation_T,soda_repeats,10
mutation_6_validation_T,sql_sec,0.234
mutation_6_validation_T,sql_sec_std,0.014
mutation_6_validation_T,sql_cpu,2.54
mutation_6_validation_T,sql_cpu_std,2.774
mutation_6_validation_T,sql_ram_kb,260768.0
mutation_6_validation_T,sql_ram_kb_std,0.0
mutation_6_validation_T,sql_checks,7
mutation_6_validation_T,sql_failed,2
mutation_6_validation_T,sql_repeats,10
mutation_6_validation_T,deequ_sec,0.322
mutation_6_validation_T,deequ_sec_std,0.012
mutation_6_validation_T,deequ_cpu,2.76
mutation_6_validation_T,deequ_cpu_std,2.099
mutation_6_validation_T,deequ_ram_kb,260768.0
mutation_6_validation_T,deequ_ram_kb_std,0.0
mutation_6_validation_T,deequ_checks,10
mutation_6_validation_T,deequ_failed,2
mutation_6_validation_T,deequ_repeats,10
mutation_6_validation_L,gx_sec,0.094
mutation_6_validation_L,gx_sec_std,0.023
mutation_6_validation_L,gx_cpu,3.57
mutation_6_validation_L,gx_cpu_std,5.466
mutation_6_validation_L,gx_ram_kb,260768.0
mutation_6_validation_L,gx_ram_kb_std,0.0
mutation_6_validation_L,gx_checks,3
mutation_6_validation_L,gx_failed,1
mutation_6_validation_L,gx_repeats,10
mutation_6_validation_L,soda_sec,0.095
mutation_6_validation_L,soda_sec_std,0.01
mutation_6_validation_L,soda_cpu,3.12
mutation_6_validation_L,soda_cpu_std,6.847
mutation_6_validation_L,soda_ram_kb,260768.0
mutation_6_validation_L,soda_ram_kb_std,0.0
mutation_6_validation_L,soda_checks,3
mutation_6_validation_L,soda_failed,1
mutation_6_validation_L,soda_repeats,10
mutation_6_validation_L,deequ_sec,0.145
mutation_6_validation_L,deequ_sec_std,0.01
mutation_6_validation_L,deequ_cpu,3.52
mutation_6_validation_L,deequ_cpu_std,3.528
mutation_6_validation_L,deequ_ram_kb,260768.0
mutation_6_validation_L,deequ_ram_kb_std,0.0
mutation_6_validation_L,deequ_checks,5
mutation_6_validation_L,deequ_failed,1
mutation_6_validation_L,deequ_repeats,10
mutation_7_validation_E,gx_sec,0.438
mutation_7_validation_E,gx_sec_std,0.02
mutation_7_validation_E,gx_cpu,3.43
mutation_7_validation_E,gx_cpu_std,1.508
mutation_7_validation_E,gx_ram_kb,260827.0
mutation_7_validation_E,gx_ram_kb_std,1.612
mutation_7_validation_E,gx_checks,15
mutation_7_validation_E,gx_failed,5
mutation_7_validation_E,gx_repeats,10
mutation_7_validation_E,soda_sec,0.186
mutation_7_validation_E,soda_sec_std,0.015
mutation_7_validation_E,soda_cpu,3.81
mutation_7_validation_E,soda_cpu_std,2.51
mutation_7_validation_E,soda_ram_kb,260828.0
mutation_7_validation_E,soda_ram_kb_std,0.0
