stage,metric,value
mutation_7_validation_T,deequ_cpu,2.02
mutation_7_validation_T,deequ_cpu_std,1.017
mutation_7_validation_T,deequ_ram_kb,270276.0
mutation_7_validation_T,deequ_ram_kb_std,0.0
mutation_7_validation_T,deequ_checks,10
mutation_7_validation_T,deequ_failed,5
mutation_7_validation_T,deequ_repeats,5
mutation_7_validation_L,deequ_sec,0.16
mutation_7_validation_L,deequ_sec_std,0.025
mutation_7_validation_L,deequ_cpu,3.62
mutation_7_validation_L,deequ_cpu_std,3.062
mutation_7_validation_L,deequ_ram_kb,270276.0
mutation_7_validation_L,deequ_ram_kb_std,0.0
mutation_7_validation_L,deequ_checks,5
mutation_7_validation_L,deequ_failed,0
mutation_7_validation_L,deequ_repeats,5
mutation_8_validation_E,deequ_sec,0.543
mutation_8_validation_E,deequ_sec_std,0.021
mutation_8_validation_E,deequ_cpu,2.94
mutation_8_validation_E,deequ_cpu_std,0.896
mutation_8_validation_E,deequ_ram_kb,271724.0
mutation_8_validation_E,deequ_ram_kb_std,0.0
mutation_8_validation_E,deequ_checks,17
mutation_8_validation_E,deequ_failed,2
mutation_8_validation_E,deequ_repeats,5
mutation_8_validation_T,deequ_sec,0.384
mutation_8_validation_T,deequ_sec_std,0.026
mutation_8_validation_T,deequ_cpu,2.06
mutation_8_validation_T,deequ_cpu_std,1.943
mutation_8_validation_T,deequ_ram_kb,271724.0
mutation_8_validation_T,deequ_ram_kb_std,0.0
mutation_8_validation_T,deequ_checks,10
mutation_8_validation_T,deequ_failed,4
mutation_8_validation_T,deequ_repeats,5
mutation_8_validation_L,deequ_sec,0.157
mutation_8_validation_L,deequ_sec_std,0.018
mutation_8_validation_L,deequ_cpu,3.98
mutation_8_validation_L,deequ_cpu_std,3.258
mutation_8_validation_L,deequ_ram_kb,271724.0
mutation_8_validation_L,deequ_ram_kb_std,0.0
mutation_8_validation_L,deequ_checks,5
mutation_8_validation_L,deequ_failed,0
mutation_8_validation_L,deequ_repeats,5
mutation_9_validation_E,deequ_sec,0.531
mutation_9_validation_E,deequ_sec_std,0.025
mutation_9_validation_E,deequ_cpu,2.64
mutation_9_validation_E,deequ_cpu_std,0.871
mutation_9_validation_E,deequ_ram_kb,271724.0
mutation_9_validation_E,deequ_ram_kb_std,0.0
mutation_9_validation_E,deequ_checks,17
mutation_9_validation_E,deequ_failed,2
mutation_9_validation_E,deequ_repeats,5
mutation_9_validation_T,deequ_sec,0.383
mutation_9_validation_T,deequ_sec_std,0.01
mutation_9_validation_T,deequ_cpu,3.18
mutation_9_validation_T,deequ_cpu_std,1.987
mutation_9_validation_T,deequ_ram_kb,271724.0
mutation_9_validation_T,deequ_ram_kb_std,0.0
mutation_9_validation_T,deequ_checks,10
mutation_9_validation_T,deequ_failed,2
mutation_9_validation_T,deequ_repeats,5
mutation_9_validation_L,deequ_sec,0.162
mutation_9_validation_L,deequ_sec_std,0.014
mutation_9_validation_L,deequ_cpu,1.14
mutation_9_validation_L,deequ_cpu_std,2.28
mutation_9_validation_L,deequ_ram_kb,271724.0
mutation_9_validation_L,deequ_ram_kb_std,0.0
mutation_9_validation_L,deequ_checks,5
mutation_9_validation_L,deequ_failed,0
mutation_9_validation_L,deequ_repeats,5
