stage,metric,value
mutation_5_validation_T,sql_ram_kb_std,0.0
mutation_5_validation_T,sql_checks,7
mutation_5_validation_T,sql_failed,2
mutation_5_validation_T,sql_repeats,3
mutation_5_validation_L,soda_sec,0.275
mutation_5_validation_L,soda_sec_std,0.051
mutation_5_validation_L,soda_cpu,1.3
mutation_5_validation_L,soda_cpu_std,1.838
mutation_5_validation_L,soda_ram_kb,298160.0
mutation_5_validation_L,soda_ram_kb_std,0.0
mutation_5_validation_L,soda_checks,3
mutation_5_validation_L,soda_failed,0
mutation_5_validation_L,soda_repeats,3
mutation_6_validation_E,soda_sec,0.422
mutation_6_validation_E,soda_sec_std,0.052
mutation_6_validation_E,soda_cpu,2.4
mutation_6_validation_E,soda_cpu_std,0.356
mutation_6_validation_E,soda_ram_kb,297136.0
mutation_6_validation_E,soda_ram_kb_std,0.0
mutation_6_validation_E,soda_checks,7
mutation_6_validation_E,soda_failed,2
mutation_6_validation_E,soda_repeats,3
mutation_6_validation_T,sql_sec,0.532
mutation_6_validation_T,sql_sec_std,0.017
mutation_6_validation_T,sql_cpu,1.867
mutation_6_validation_T,sql_cpu_std,0.047
mutation_6_validation_T,sql_ram_kb,297136.0
mutation_6_validation_T,sql_ram_kb_std,0.0
mutation_6_validation_T,sql_checks,7
mutation_6_validation_T,sql_failed,2
mutation_6_validation_T,sql_repeats,3
mutation_6_validation_L,soda_sec,0.202
mutation_6_validation_L,soda_sec_std,0.034
mutation_6_validation_L,soda_cpu,1.4
mutation_6_validation_L,soda_cpu_std,1.98
mutation_6_validation_L,soda_ram_kb,297136.0
mutation_6_validation_L,soda_ram_kb_std,0.0
mutation_6_validation_L,soda_checks,3
mutation_6_validation_L,soda_failed,1
mutation_6_validation_L,soda_repeats,3
mutation_7_validation_E,soda_sec,0.359
mutation_7_validation_E,soda_sec_std,0.033
mutation_7_validation_E,soda_cpu,2.9
mutation_7_validation_E,soda_cpu_std,2.547
mutation_7_validation_E,soda_ram_kb,306048.0
mutation_7_validation_E,soda_ram_kb_std,0.0
mutation_7_validation_E,soda_checks,7
mutation_7_validation_E,soda_failed,3
mutation_7_validation_E,soda_repeats,3
mutation_7_validation_T,sql_sec,0.486
mutation_7_validation_T,sql_sec_std,0.066
mutation_7_validation_T,sql_cpu,1.4
mutation_7_validation_T,sql_cpu_std,1.98
mutation_7_validation_T,sql_ram_kb,306048.0
mutation_7_validation_T,sql_ram_kb_std,0.0
mutation_7_validation_T,sql_checks,7
mutation_7_validation_T,sql_failed,5
mutation_7_validation_T,sql_repeats,3
mutation_7_validation_L,soda_sec,0.305
mutation_7_validation_L,soda_sec_std,0.043
mutation_7_validation_L,soda_cpu,0.967
mutation_7_validation_L,soda_cpu_std,1.367
mutation_7_validation_L,soda_ram_kb,306048.0
mutation_7_validation_L,soda_ram_kb_std,0.0
mutation_7_validation_L,soda_checks,3
mutation_7_validation_L,soda_failed,0
mutation_7_validation_L,soda_repeats,3
mutation_8_validation_E,soda_sec,0.491
mutation_8_validation_E,soda_sec_std,0.002
mutation_8_validation_E,soda_cpu,1.367
mutation_8_validation_E,soda_cpu_std,0.967
mutation_8_validation_E,soda_ram_kb,300208.0
mutation_8_validation_E,soda_ram_kb_std,0.0
mutation_8_validation_E,soda_checks,7
mutation_8_validation_E,soda_failed,1
mutation_8_validation_E,soda_repeats,3
mutation_8_validation_T,sql_sec,0.664
mutation_8_validation_T,sql_sec_std,0.059
mutation_8_validation_T,sql_cpu,0.967
mutation_8_validation_T,sql_cpu_std,0.694
mutation_8_validation_T,sql_ram_kb,300208.0
mutation_8_validation_T,sql_ram_kb_std,0.0
mutation_8_validation_T,sql_checks,7
mutation_8_validation_T,sql_failed,3
mutation_8_validation_T,sql_repeats,3
mutation_8_validation_L,soda_sec,0.262
mutation_8_validation_L,soda_sec_std,0.061
mutation_8_validation_L,soda_cpu,1.933
mutation_8_validation_L,soda_cpu_std,2.734
mutation_8_validation_L,soda_ram_kb,300208.0
mutation_8_validation_L,soda_ram_kb_std,0.0
mutation_8_validation_L,soda_checks,3
mutation_8_validation_L,soda_failed,0
mutation_8_validation_L,soda_repeats,3
mutation_9_validation_E,soda_sec,0.394
mutation_9_validation_E,soda_sec_std,0.026
mutation_9_validation_E,soda_cpu,1.633
mutation_9_validation_E,soda_cpu_std,1.161
mutation_9_validation_E,soda_ram_kb,300208.0
mutation_9_validation_E,soda_ram_kb_std,0.0
mutation_9_validation_E,soda_checks,7
mutation_9_validation_E,soda_failed,1
mutation_9_validation_E,soda_repeats,3
mutation_9_validation_T,sql_sec,0.601
mutation_9_validation_T,sql_sec_std,0.058
mutation_9_validation_T,sql_cpu,2.267
mutation_9_validation_T,sql_cpu_std,0.818
mutation_9_validation_T,sql_ram_kb,300208.0
mutation_9_validation_T,sql_ram_kb_std,0.0
mutation_9_validation_T,sql_checks,7
mutation_9_validation_T,sql_failed,2
mutation_9_validation_T,sql_repeats,3
mutation_9_validation_L,soda_sec,0.265
mutation_9_validation_L,soda_sec_std,0.057
mutation_9_validation_L,soda_cpu,1.267
mutation_9_validation_L,soda_cpu_std,1.791
mutation_9_validation_L,soda_ram_kb,300208.0
mutation_9_validation_L,soda_ram_kb_std,0.0
mutation_9_validation_L,soda_checks,3
mutation_9_validation_L,soda_failed,0
mutation_9_validation_L,soda_repeats,3
