stage,metric,value
mutation_5_validation_E,soda_cpu_std,2.109
mutation_5_validation_E,soda_ram_kb,271716.0
mutation_5_validation_E,soda_ram_kb_std,0.0
mutation_5_validation_E,soda_checks,7
mutation_5_validation_E,soda_failed,1
mutation_5_validation_E,soda_repeats,5
mutation_5_validation_T,deequ_sec,0.404
mutation_5_validation_T,deequ_sec_std,0.027
mutation_5_validation_T,deequ_cpu,2.38
mutation_5_validation_T,deequ_cpu_std,1.399
mutation_5_validation_T,deequ_ram_kb,271716.0
mutation_5_validation_T,deequ_ram_kb_std,0.0
mutation_5_validation_T,deequ_checks,10
mutation_5_validation_T,deequ_failed,3
mutation_5_validation_T,deequ_repeats,5
mutation_5_validation_L,soda_sec,0.115
mutation_5_validation_L,soda_sec_std,0.012
mutation_5_validation_L,soda_cpu,3.46
mutation_5_validation_L,soda_cpu_std,4.264
mutation_5_validation_L,soda_ram_kb,271716.0
mutation_5_validation_L,soda_ram_kb_std,0.0
mutation_5_validation_L,soda_checks,3
mutation_5_validation_L,soda_failed,0
mutation_5_validation_L,soda_repeats,5
mutation_6_validation_E,soda_sec,0.234
mutation_6_validation_E,soda_sec_std,0.015
mutation_6_validation_E,soda_cpu,2.54
mutation_6_validation_E,soda_cpu_std,2.086
mutation_6_validation_E,soda_ram_kb,271716.0
mutation_6_validation_E,soda_ram_kb_std,0.0
mutation_6_validation_E,soda_checks,7
mutation_6_validation_E,soda_failed,2
mutation_6_validation_E,soda_repeats,5
mutation_6_validation_T,deequ_sec,0.377
mutation_6_validation_T,deequ_sec_std,0.018
mutation_6_validation_T,deequ_cpu,2.12
mutation_6_validation_T,deequ_cpu_std,2.039
mutation_6_validation_T,deequ_ram_kb,271716.0
mutation_6_validation_T,deequ_ram_kb_std,0.0
mutation_6_validation_T,deequ_checks,10
mutation_6_validation_T,deequ_failed,2
mutation_6_validation_T,deequ_repeats,5
mutation_6_validation_L,soda_sec,0.114
mutation_6_validation_L,soda_sec_std,0.016
mutation_6_validation_L,soda_cpu,4.84
mutation_6_validation_L,soda_cpu_std,3.987
mutation_6_validation_L,soda_ram_kb,271716.0
mutation_6_validation_L,soda_ram_kb_std,0.0
mutation_6_validation_L,soda_checks,3
mutation_6_validation_L,soda_failed,1
mutation_6_validation_L,soda_repeats,5
mutation_7_validation_E,soda_sec,0.243
mutation_7_validation_E,soda_sec_std,0.015
mutation_7_validation_E,soda_cpu,2.38
mutation_7_validation_E,soda_cpu_std,1.944
mutation_7_validation_E,soda_ram_kb,272772.0
mutation_7_validation_E,soda_ram_kb_std,0.0
mutation_7_validation_E,soda_checks,7
mutation_7_validation_E,soda_failed,3
mutation_7_validation_E,soda_repeats,5
mutation_7_validation_T,deequ_sec,0.395
mutation_7_validation_T,deequ_sec_std,0.022
mutation_7_validation_T,deequ_cpu,2.52
mutation_7_validation_T,deequ_cpu_std,0.133
mutation_7_validation_T,deequ_ram_kb,272772.0
mutation_7_validation_T,deequ_ram_kb_std,0.0
mutation_7_validation_T,deequ_checks,10
mutation_7_validation_T,deequ_failed,5
mutation_7_validation_T,deequ_repeats,5
mutation_7_validation_L,soda_sec,0.111
mutation_7_validation_L,soda_sec_std,0.013
mutation_7_validation_L,soda_cpu,1.88
mutation_7_validation_L,soda_cpu_std,3.76
mutation_7_validation_L,soda_ram_kb,272772.0
mutation_7_validation_L,soda_ram_kb_std,0.0
mutation_7_validation_L,soda_checks,3
mutation_7_validation_L,soda_failed,0
mutation_7_validation_L,soda_repeats,5
mutation_8_validation_E,soda_sec,0.233
mutation_8_validation_E,soda_sec_std,0.031
mutation_8_validation_E,soda_cpu,2.84
mutation_8_validation_E,soda_cpu_std,2.319
mutation_8_validation_E,soda_ram_kb,273487.2
mutation_8_validation_E,soda_ram_kb_std,409.6
mutation_8_validation_E,soda_checks,7
mutation_8_validation_E,soda_failed,1
mutation_8_validation_E,soda_repeats,5
mutation_8_validation_T,deequ_sec,0.416
mutation_8_validation_T,deequ_sec_std,0.073
mutation_8_validation_T,deequ_cpu,2.48
mutation_8_validation_T,deequ_cpu_std,0.366
mutation_8_validation_T,deequ_ram_kb,273180.0
mutation_8_validation_T,deequ_ram_kb_std,0.0
mutation_8_validation_T,deequ_checks,10
mutation_8_validation_T,deequ_failed,4
mutation_8_validation_T,deequ_repeats,5
mutation_8_validation_L,soda_sec,0.112
mutation_8_validation_L,soda_sec_std,0.024
mutation_8_validation_L,soda_cpu,1.78
mutation_8_validation_L,soda_cpu_std,3.56
mutation_8_validation_L,soda_ram_kb,273180.0
mutation_8_validation_L,soda_ram_kb_std,0.0
mutation_8_validation_L,soda_checks,3
mutation_8_validation_L,soda_failed,0
mutation_8_validation_L,soda_repeats,5
mutation_9_validation_E,soda_sec,0.236
mutation_9_validation_E,soda_sec_std,0.019
mutation_9_validation_E,soda_cpu,3.36
mutation_9_validation_E,soda_cpu_std,3.153
mutation_9_validation_E,soda_ram_kb,273180.0
mutation_9_validation_E,soda_ram_kb_std,0.0
mutation_9_validation_E,soda_checks,7
mutation_9_validation_E,soda_failed,1
mutation_9_validation_E,soda_repeats,5
mutation_9_validation_T,deequ_sec,0.387
mutation_9_validation_T,deequ_sec_std,0.013
mutation_9_validation_T,deequ_cpu,2.04
mutation_9_validation_T,deequ_cpu_std,1.883
mutation_9_validation_T,deequ_ram_kb,273180.0
mutation_9_validation_T,deequ_ram_kb_std,0.0
mutation_9_validation_T,deequ_checks,10
mutation_9_validation_T,deequ_failed,2
mutation_9_validation_T,deequ_repeats,5
mutation_9_validation_L,soda_sec,0.112
mutation_9_validation_L,soda_sec_std,0.016
mutation_9_validation_L,soda_cpu,3.8
mutation_9_validation_L,soda_cpu_std,4.656
mutation_9_validation_L,soda_ram_kb,273180.0
mutation_9_validation_L,soda_ram_kb_std,0.0
mutation_9_validation_L,soda_checks,3
mutation_9_validation_L,soda_failed,0
mutation_9_validation_L,soda_repeats,5
